Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.FunctionEvaluator,function,@FunctionEvaluator,function,FunctionEvaluator,function
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.LetEvaluator,let,@LetEvaluator,let,LetEvaluator,let
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,RuntimeException,exception,java.lang.RuntimeException,exception,RuntimeException,exception
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,RuntimeException,exception,java.lang.RuntimeException,exception,RuntimeException,exception
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.StringAtom,string:atom,main.lisp.parser.terms.StringAtom,string:atom,getValue,get:value
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,String,string,java.lang.String,string,replace,replace
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,java.nio.file.Paths,paths,java.nio.file.Paths,paths,get,get
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,java.nio.file.Files,files,java.nio.file.Files,files,readAllLines,read:all:lines
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,$main,none,main,main,newInput,new:input
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.interpreter.InterpreterModelSingleton,interpreter:model:singleton,main.lisp.interpreter.InterpreterModelSingleton,interpreter:model:singleton,get,get
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
mainPackage.Expression.LoadEvaluator,load,@LoadEvaluator,load,eval,none,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isAtom,is:atom
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isList,is:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isListHelper,is:list:helper
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isListHelper,is:list:helper,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isListHelper,is:list:helper,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isListHelper,is:list:helper
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,isListHelper,is:list:helper,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelper,to:string:as:list:helper
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,String,string,java.lang.String,string,length,length
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,String,string,java.lang.String,string,charAt,char:at
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsList,to:string:as:list,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,String,string,java.lang.String,string,substring,none
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelper,to:string:as:list:helper,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,main.lisp.parser.terms.AbstractSExpression,abstract:expression,isAtom,is:atom
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelper,to:string:as:list:helper,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,main.lisp.parser.terms.BasicExpression,basic:expression,main.lisp.parser.terms.BasicExpression,basic:expression,getTail,get:tail
mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toStringAsListHelper,to:string:as:list:helper,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer:Evaluator:BasicExpression:AbstractSExpression:SExpression,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation:basic:expression:abstract:expression:expression,mainPackage.BetterSExpression,better:expression,@StringFormattingSExpression,string:formatting:expression,toString,to:string
